ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;local_code;coordinates
BR-2635;small_airport;Guararapes Airport;3609.0;SA;BR;BR-SC;Santa Cecília;;SJIO;-26.991943359375, -50.383056640625
BR-2636;heliport;Ipiranga Centro Logístico Heliport;2500.0;SA;BR;BR-SP;Guarulhos;;SJIP;-23.419721603394, -46.376945495605
BR-2637;small_airport;Fazenda Beija-Flor Airport;555.0;SA;BR;BR-BA;Esplanada;;SJIU;-11.794166564941, -38.090831756592
BR-2638;small_airport;São João Airport;269.0;SA;BR;BR-RS;Maçambará;;SJIV;-29.08468, -56.212892
BR-2639;small_airport;São Leopoldo Airport;814.0;SA;BR;BR-PA;Itaituba;;SJIY;-4.979167, -56.927223
BR-2640;small_airport;Fazenda Jamanxin Airport;800.0;SA;BR;BR-PA;Novo Progresso;;SJJA;-8.375365, -55.306839
BR-2641;heliport;Ceará-Mirim Heliport;98.0;SA;BR;BR-RN;Ceará-Mirim;;SJJC;-5.5075001716614, -35.50333404541
BR-2642;small_airport;Pousada Rio Xingu Airport;233.0;SA;BR;BR-PA;Vitória Do Xingu;;SJJH;-3.2494440078735, -51.722499847412
BR-2643;small_airport;Michels Aviação Agrícola LTDA Airport;1884.0;SA;BR;BR-MT;Sapezal;;SJJM;-13.532221794128, -58.765277862549
BR-2644;small_airport;São Francisco Airport;778.0;SA;BR;BR-PA;Itaituba;;SJJP;-7.8352780342102, -56.538333892822
BR-2645;heliport;Polícia Federal Heliport;218.0;SA;BR;BR-RN;Natal;;SJJQ;-5.8261108398438, -35.223609924316
BR-2646;small_airport;Fazenda Pilar Airport;499.0;SA;BR;BR-PA;Aveiro;;SJJV;-3.278693, -56.201354
BR-2647;small_airport;Fazenda Santa Emília Airport;443.0;SA;BR;BR-MS;Aquidauana;;SJJW;-19.507939, -55.614402
BR-2648;small_airport;Fazenda Costa Norte II Airport;787.0;SA;BR;BR-MT;Apiacás;;SJKC;-9.291942, -58.033236
BR-2649;heliport;Sellix Heliport;72.0;SA;BR;BR-RJ;Itaboraí;;SJKE;-22.747222, -42.832502
BR-2650;small_airport;Fazenda Jatobá Airport;499.0;SA;BR;BR-PA;Uruará;;SJKG;-3.503126, -54.09343
BR-2651;small_airport;Pista KRB;706.0;SA;BR;BR-PA;Itaituba;;SJKR;-6.078767, -56.389514
BR-2652;small_airport;Homoxi Airport;2284.0;SA;BR;BR-RR;Iracema;;RR0049;2.499447, -63.728696
BR-2653;small_airport;Orinduque Airport;1896.0;SA;BR;BR-RR;Uiramutã;;SJLZ;4.737297, -60.03273
BR-2654;heliport;Maguinhos Heliport;5.0;SA;BR;BR-RJ;Armação Dos Búzios;;SJMG;-22.771295, -41.926081
BR-2655;small_airport;Nova Descoberta Airport;821.0;SA;BR;BR-PA;Itaituba;;SJND;-6.6188888549805, -56.692501068115
BR-2656;small_airport;Fazenda Nhu-Verá Airport;492.0;SA;BR;BR-MS;Corumbá;;SJNH;-18.027221679688, -55.460277557373
BR-2657;small_airport;Fazenda Mutum Airport;1575.0;SA;BR;BR-MT;Nova Mutum;;SJNI;-13.919721603394, -56.084442138672
BR-2658;small_airport;Fazenda Lakanka Airport;892.0;SA;BR;BR-GO;Jussara;;SJNJ;-15.436083, -51.583798
BR-2659;small_airport;Fazenda Botelho Airport;535.0;SA;BR;BR-RO;Nova Mamoré;;SJNN;-10.218966, -64.34348
BR-2660;small_airport;Norte Jet Airport;88.0;SA;BR;BR-PA;Benevides;;SJNR;-1.307274, -48.255972
BR-2661;small_airport;Ilha dos Macacos Airport;1266.0;SA;BR;BR-MT;Paranaíta;;SJNS;-9.2255563735962, -57.022499084473
BR-2662;heliport;Higienópolis Medical Center Helipad;2884.0;SA;BR;BR-SP;São Paulo;;SJNT;-23.550041, -46.658642
BR-2663;heliport;Frango Norte Heliport;1726.0;SA;BR;BR-SP;Tietê;;SJOF;-23.073610305786, -47.727500915527
BR-2664;small_airport;Fazenda Jaguatirica Airport;289.0;SA;BR;BR-MS;Porto Murtinho;;SJOI;-22.032222747803, -57.981945037842
BR-2665;small_airport;Fazenda Karla Renata Airport;991.0;SA;BR;BR-MT;Castanheira;;SJOM;-10.632499694824, -58.444999694824
BR-2666;small_airport;Fazenda São José do Generoso Airport;328.0;SA;BR;BR-MS;Corumbá;;SJON;-18.872499465942, -56.789165496826
BR-2667;small_airport;Fazenda Parabúfalos Airport;30.0;SA;BR;BR-AP;Macapá;;SJOR;1.020029, -50.21229
BR-2668;heliport;Tropical Heliport;2412.0;SA;BR;BR-MG;Nova Serrana;;MG0278;-19.874439, -45.003562
BR-2669;small_airport;EMAL - Pimenta Bueno Airport;1001.0;SA;BR;BR-RO;Pimenta Bueno;;SJPA;-11.686111450195, -60.629722595215
BR-2670;heliport;Giannone Flavor Heliport;1992.0;SA;BR;BR-SP;Sorocaba;;SJPC;-23.453056, -47.421112
BR-2671;small_airport;Pista Branca de Neve;545.0;SA;BR;BR-PA;Itaituba;;SJPG;-6.125325, -56.399391
BR-2672;small_airport;Fazenda Palma Airport;3297.0;SA;BR;BR-GO;Luziânia;;SJPH;-16.189444, -48.078056
BR-2673;small_airport;Marcos da Cunha Airport;2815.0;SA;BR;BR-BA;Luís Eduardo Magalhães;;SJPK;-12.361389160156, -46.134166717529
BR-2674;small_airport;Fazenda Austrália Airport;1116.0;SA;BR;BR-MS;Deodápolis;;SJPL;-21.974166870117, -54.147777557373
BR-2675;heliport;Campan Heliport;1661.0;SA;BR;BR-PR;Cambará;;SJPN;-23.041944503784, -50.055278778076
BR-2676;small_airport;Fazenda Monte Belo Airport;636.0;SA;BR;BR-MT;Barra Do Bugres;;SJPS;-14.979999542236, -57.991668701172
BR-2677;small_airport;Pau D`Arco Airport;866.0;SA;BR;BR-PA;Itaituba;;SJPU;-7.1199998855591, -56.814445495605
BR-2678;small_airport;Fazenda Symalu Airport;601.0;SA;BR;BR-PA;Cumaru Do Norte;;SJQB;-8.3275003433228, -51.104999542236
BR-2679;small_airport;Fazenda São Roque do Vale do Rio Negro Airport;296.0;SA;BR;BR-MS;Aquidauana;;SJQD;-19.369167327881, -56.348888397217
BR-2680;small_airport;Fazenda Tempero Seco Airport;375.0;SA;BR;BR-AM;Lábrea;;SJQH;-9.403929, -66.695509
BR-2681;heliport;Jomarca II Heliport;30.0;SA;BR;BR-SP;Guarujá;;SJQJ;-23.989721298218, -46.242221832275
BR-2682;heliport;Unidade Administrativa Conjunta do IAP/BPAMB Heliport;27.0;SA;BR;BR-PR;Paranaguá;;SJQO;-25.514167785645, -48.499168395996
BR-2683;small_airport;Paredão da Serra Airport;2117.0;SA;BR;BR-MT;Chapada Dos Guimarães;;SJQS;-15.471943855286, -55.720001220703
BR-2684;heliport;Mantiqueira Heliport;3160.0;SA;BR;BR-MG;Itanhandu;;SJQU;-22.334167480469, -44.904167175293
BR-2685;small_airport;Usina Santa Luiza Airport;1978.0;SA;BR;BR-SP;Motuca;;SJQV;-21.509166717529, -48.19722366333
BR-2686;small_airport;Dona Iracema Airport;919.0;SA;BR;BR-TO;Porto Nacional;;SJQZ;-10.606389045715, -48.348609924316
BR-2687;small_airport;Pesqueiro Xingu Airport;525.0;SA;BR;BR-PA;São Félix Do Xingu;;SJRA;-5.7750000953674, -52.622222900391
BR-2688;small_airport;Agromineral Mutum Airport;752.0;SA;BR;BR-PA;Itaituba;;SJRJ;-7.6402778625488, -56.787776947021
BR-2689;small_airport;Fazenda do Açucar Airport;1001.0;SA;BR;BR-MT;Nobres;;SJRL;-14.459435, -56.053869
BR-2690;small_airport;Fazenda Arrendamento Airport;1499.0;SA;BR;BR-MT;Paranatinga;;SJRT;-14.369443893433, -54.002498626709
BR-2691;heliport;Maria Cecília Lara Campos Heliport;2595.0;SA;BR;BR-SP;São Paulo;;SJRU;-23.59055519104, -46.683055877686
BR-2692;heliport;Ilha Guaíba Heliport;197.0;SA;BR;BR-RJ;Mangaratiba;;SJSB;-23.006666183472, -44.031665802002
BR-2693;small_airport;Fazenda São Sebastião do Castelo Airport;358.0;SA;BR;BR-MS;Corumbá;;SJSC;-18.661111831665, -57.623889923096
BR-2694;small_airport;Agropecuária Barrinha Airport;1310.0;SA;BR;BR-MG;São Francisco Sales;;SJSF;-19.831655, -49.679395
BR-2695;small_airport;Fazenda São José do Cangalha Airport;1201.0;SA;BR;BR-MS;Água Clara;;SJSJ;-19.515556335449, -52.604721069336
BR-2696;small_airport;Mário Spada Airport;3271.0;SA;BR;BR-MG;Minas Novas;;SJSK;-17.52833366394, -42.383609771729
BR-2697;small_airport;Fazenda Santa Rita Airport;1451.0;SA;BR;BR-GO;Itarumã;;SJSM;-19.007837, -50.951318
BR-2698;heliport;Palma Heliport;3320.0;SA;BR;BR-GO;Luziânia;;SJSQ;-16.188333511353, -48.07555770874
BR-2699;heliport;Natal Mar Heliport;82.0;SA;BR;BR-RN;Natal;;SJSW;-5.8652777671814, -35.180278778076
BR-2700;heliport;Resgate Região Oceânica Heliport;56.0;SA;BR;BR-RJ;Niterói;;SJSY;-22.938888549805, -43.060832977295
BR-2701;heliport;Usina Mundial Heliport;1214.0;SA;BR;BR-SP;Mirandópolis;;SJSZ;-21.195278167725, -51.218334197998
BR-2702;small_airport;Cristal Airport;1355.0;SA;BR;BR-SP;Borá;;SJTA;-22.181667327881, -50.492500305176
BR-2703;heliport;Praia do Algodão Heliport;69.0;SA;BR;BR-RJ;Angra Dos Reis;;SJTE;-22.991111755371, -44.422779083252
BR-2704;small_airport;Fazenda Calcário Tangará Airport;1831.0;SA;BR;BR-MT;Tangará Da Serra;;SJTG;-14.450278282166, -57.800556182861
BR-2705;small_airport;Fazenda Iapó Airport;2700.0;SA;BR;BR-PR;Tibagi;;SJTI;-24.527778625488, -50.365833282471
BR-2706;small_airport;Ecofly Airport;2129.0;SA;BR;BR-SP;Brotas;;SJTK;-22.296943664551, -48.120277404785
BR-2707;small_airport;Fazenda Alvorada do Caxingó Airport;1742.0;SA;BR;BR-GO;Monte Alegre De Goiás;;SJTN;-13.375, -46.897499084473
BR-2708;small_airport;São José Airport;2083.0;SA;BR;BR-MT;Campo Novo Do Parecis;;SJTO;-14.143889427185, -57.780555725098
BR-2709;small_airport;Fazenda Santa tereza Airport;2087.0;SA;BR;BR-RJ;Petrópolis;;SJTQ;-22.36888885498, -43.251388549805
BR-2710;heliport;Angélica IV Heliport;2933.0;SA;BR;BR-SP;São Paulo;;SJTR;-23.553888320923, -46.662776947021
BR-2711;small_airport;Fazenda Guerra Airport;984.0;SA;BR;BR-MT;Juara;;SJTV;-11.474167, -57.921112
BR-2712;heliport;Centauro Heliport;66.0;SA;BR;BR-PE;Igarassu;;SJTW;-7.818467, -34.918277
BR-2713;small_airport;Jardim Paraíso Airport;2395.0;SA;BR;BR-BA;Luís Eduardo Magalhães;;SJUC;-12.108332633972, -45.777500152588
BR-2714;small_airport;Usina Dourados Airport;1420.0;SA;BR;BR-MS;Dourados;;SJUD;-21.990278244019, -55.113056182861
BR-2715;heliport;Forest Trade Heliport;2526.0;SA;BR;BR-SP;São Paulo;;SJUO;-23.579444885254, -46.661666870117
BR-2716;heliport;Braskem Heliport;223.0;SA;BR;BR-BA;Camaçari;;SJUP;-12.679444313049, -38.321109771729
BR-2717;heliport;A Universal Heliport;2507.0;SA;BR;BR-SP;São Paulo;;SJUV;-23.517221450806, -46.627220153809
BR-2718;small_airport;Fazenda Sagrado Coração de Jesus Airport;499.0;SA;BR;BR-MT;Vila Bela da Santíssima Trindade;;SJVB;-15.089966, -60.116555
BR-2719;small_airport;Ibiporanga da Felicidade Airport;1779.0;SA;BR;BR-SP;Tanabi;;SJVC;-20.459167480469, -49.533611297607
BR-2720;small_airport;Fazenda Colorado Airport;1785.0;SA;BR;BR-MS;Figueirão;;SJVF;-18.817778, -53.865002
BR-2721;heliport;Jacarecica Heliport;1.0;SA;BR;BR-AL;Maceió;;SJVG;-9.6047220230103, -35.679721832275
BR-2722;small_airport;Fazenda do Limão Airport;984.0;SA;BR;BR-PA;Almeirim;;SJVN;0.28916698694229, -53.869998931885
BR-2723;small_airport;Triálcool Airport;2231.0;SA;BR;BR-MG;Canápolis;;SJVQ;-18.889444351196, -49.286109924316
BR-2724;heliport;Hospital Memorial São José Heliport;180.0;SA;BR;BR-PE;Recife;;SJVU;-8.0652780532837, -34.896942138672
BR-2725;small_airport;Fazenda Catelani Airport;2461.0;SA;BR;BR-GO;Minaçu;;SJVV;-13.473333358765, -48.459167480469
BR-2726;small_airport;Campos Gerais Airport;1706.0;SA;BR;BR-MA;Balsas;;SJVW;-8.5169439315796, -46.74694442749
BR-2727;small_airport;Haras Bela Vista Airport;335.0;SA;BR;BR-TO;São Miguel do Tocantins;;SJVY;-5.541667, -47.502499
BR-2728;small_airport;Fazenda São Paulo Airport;2012.0;SA;BR;BR-MT;Sapezal;;SJVZ;-13.610278129578, -58.56916809082
BR-2729;small_airport;Usina Maracaju Airport;1509.0;SA;BR;BR-MS;Maracaju;;SJWA;-21.345303, -55.435739
BR-2730;small_airport;Pouso Alto Airport;2428.0;SA;BR;BR-GO;Piracanjuba;;SJWB;-17.457778930664, -48.983055114746
BR-2731;small_airport;Fazenda Nossa Senhora da Muxima Airport;1532.0;SA;BR;BR-MS;Água Clara;;SJWC;-19.587221, -52.951942
BR-2732;small_airport;Usina Passa Tempo Airport;984.0;SA;BR;BR-MS;Rio Brilhante;;SJWD;-21.507221221924, -54.715831756592
BR-2733;small_airport;Fazenda Santa Inês Airport;1330.0;SA;BR;BR-MT;Nova Brasilândia;;SJWH;-14.651110649109, -55.383888244629
BR-2734;small_airport;Fazenda Sanga Funda Airport;1949.0;SA;BR;BR-MT;Sapezal;;SJWM;-13.066666603088, -58.705833435059
BR-2735;small_airport;Terra Santa Airport;699.0;SA;BR;BR-MT;Barra Do Bugres;;SJWO;-14.806943893433, -57.973609924316
BR-2736;small_airport;Fazenda Sucuri Airport;1788.0;SA;BR;BR-MT;Itiquira;;SJWT;-17.395832061768, -54.75972366333
BR-2737;heliport;Dimensão Indústria;92.0;SA;BR;BR-MA;São Luís;;MA0066;-2.658607, -44.301211
BR-2738;small_airport;Aeromis Airport;886.0;SA;BR;BR-RS;Bagé;;SJXA;-31.292221069336, -54.156112670898
BR-2739;heliport;Sinal Construtora Heliport;68.0;SA;BR;BR-RJ;Silva Jardim;;SJXE;-22.683785, -42.369787
BR-2740;small_airport;Águas Frias Airport;1135.0;SA;BR;BR-RS;Iraí;;SJXH;-27.217627, -53.27253
BR-2741;small_airport;Parque Fazenda Bom Futuro Airport;361.0;SA;BR;BR-MT;Poconé;;SJXN;-17.191389083862, -57.033889770508
BR-2742;heliport;HP Padilha Heliport;16.0;SA;BR;BR-RJ;Mangaratiba;;SJXO;-23.038610458374, -44.153331756592
BR-2743;small_airport;Fazenda 3M Airport;1155.0;SA;BR;BR-MS;Nova Alvorada Do Sul;;SJXW;-21.673610687256, -54.035831451416
BR-2744;heliport;Namour Heliport;2900.0;SA;BR;BR-SP;São Paulo;;SJXZ;-23.572779, -46.641109
BR-2745;heliport;Caraguatá Heliport;162.0;SA;BR;BR-RJ;Saquarema;;SJYA;-22.920833587646, -42.477500915527
BR-2746;heliport;Edifício Plaza I Heliport;2648.0;SA;BR;BR-SP;São Paulo;;SJYB;-23.610277175903, -46.695556640625
BR-2747;small_airport;Rio do Sangue Airport;935.0;SA;BR;BR-MT;Brasnorte;;SJYY;-11.522221565247, -58.177223205566
BR-2748;small_airport;Fazenda Lagoa Encantada Airport;1968.0;SA;BR;BR-MT;Primavera do Leste;;SJYZ;-15.273504, -54.262292
BR-2749;small_airport;Fazenda Brioso Airport;1270.0;SA;BR;BR-MS;Três Lagoas;;SJZE;-20.237858, -52.380688
BR-2750;small_airport;Leonel de Moura Brizola Airport;843.0;SA;BR;BR-MT;Confresa;;SJZG;-10.658332824707, -51.436111450195
BR-2751;small_airport;Carlos Alberto Pinto Airport;1338.0;SA;BR;BR-TO;Arraias;;SJZM;-12.606944084167, -46.747222900391
BR-2752;small_airport;Fazenda Boi Branco Airport;394.0;SA;BR;BR-MS;Corumbá;;SJZO;-18.46555519104, -56.763332366943
BR-2753;small_airport;Fazenda Monte Alegre Airport;1444.0;SA;BR;BR-PI;Corrente;;SJZQ;-10.564167022705, -44.94694519043
BR-2754;small_airport;Fazenda Itália Airport;1280.0;SA;BR;BR-PI;Uruçui;;SJZR;-7.4447221755981, -44.353332519531
BR-2755;small_airport;Fazenda Rebojo Airport;397.0;SA;BR;BR-MS;Corumbá;;SJZX;-20.026388168335, -57.918888092041
BR-2756;small_airport;Fazenda Água Comprida Airport;2211.0;SA;BR;BR-MG;Água Comprida;;SNAF;-19.947849, -48.035496
BR-2757;small_airport;Alto Parnaíba Airport;968.0;SA;BR;BR-MA;Alto Parnaíba;;SNAI;-9.083611, -45.950558
BR-2758;small_airport;Fazenda Boa Fé Airport;2461.0;SA;BR;BR-MG;Conquista;;SNAW;-19.886871, -47.675345
BR-2759;small_airport;Fazenda Rio Lages Airport;853.0;SA;BR;BR-PA;São Félix Do Xingu;;SNAY;-6.2811107635498, -51.746112823486
BR-2760;small_airport;Baião Airport;105.0;SA;BR;BR-PA;Baião;;SNBW;-2.8002779483795, -49.667221069336
BR-2761;small_airport;Continental Airport;485.0;SA;BR;BR-PA;Altamira;;SNCF;-3.295278, -52.259167
BR-2762;small_airport;Campos Gerais Airport;2838.0;SA;BR;BR-MG;Campos Gerais;;;-21.225872, -45.779278
BR-2763;small_airport;Rurópolis Airport;325.0;SA;BR;BR-PA;Rurópolis;;SNDB;-4.0855560302734, -54.910831451416
BR-2764;small_airport;Fazenda Santa Lúcia Airport;272.0;SA;BR;BR-MA;Santa Inês;;SNDF;-3.655, -45.451111
BR-2765;small_airport;Pista Castanheirinho;623.0;SA;BR;BR-PA;Itaituba;;SNDI;-7.093676, -56.851664
BR-2766;small_airport;Santana dos Brejos Airport;1759.0;SA;BR;BR-BA;Santana Dos Brejos;;SNDJ;-12.976111412048, -44.039165496826
BR-2767;small_airport;Palmares Airport;218.0;SA;BR;BR-PA;Acará;;SNDP;-2.2602779865265, -48.598331451416
BR-2768;small_airport;Piçarrão Airport;3166.0;SA;BR;BR-MG;Estrela Do Sul;;SNEA;-18.721389770508, -47.86555480957
BR-2769;small_airport;Mineração Porquinho Airport;298.0;SA;BR;BR-PA;Itaituba;;SNEH;-5.1672220230103, -57.625831604004
BR-2770;small_airport;Monte Verde Airport;5102.0;SA;BR;BR-MG;Camanducaia;;SNEJ;-22.859722137451, -46.037498474121
BR-2771;small_airport;Moria Airport;1201.0;SA;BR;BR-MG;Dom Bosco;;SNEK;-16.879745, -46.233015
BR-2772;small_airport;Belterra Airport;541.0;SA;BR;BR-PA;Belterra;;SNEL;-2.668108, -54.89566
BR-2773;small_airport;Fazenda Calumbi Airport;689.0;SA;BR;BR-MA;Fortuna;;SNEN;-5.815404, -44.133625
BR-2774;small_airport;Esplanada Airport;164.0;SA;BR;BR-BA;Esplanada;;SNES;-11.773209, -37.951097
BR-2775;small_airport;Fazenda Lagoa do Morro Airport;2666.0;SA;BR;BR-BA;Brejões;;SNEY;-13.103262, -39.89528
BR-2776;small_airport;Fazenda Santo Antônio Airport;1791.0;SA;BR;BR-MG;Buritizeiro;;SNFD;-17.069171, -45.447511
BR-2777;small_airport;Garimpo Tocantinzinho Airport;590.0;SA;BR;BR-PA;Itaituba;;;-6.062265, -56.302897
BR-2778;small_airport;Fazenda Mimoso S/A Airport;2536.0;SA;BR;BR-BA;Barreiras;;SNFS;-11.871389389, -45.7372207642
BR-2779;small_airport;Lago Joanes Airport;239.0;SA;BR;BR-BA;Simões Filho;;SNFV;-12.663551, -38.407326
BR-2780;small_airport;Pista Canaã Airport;741.0;SA;BR;BR-PA;Itaituba;;SNGC;-7.1936111450195, -57.048889160156
BR-2781;small_airport;Fazenda Nova Airport;2689.0;SA;BR;BR-MG;Uberlândia;;SNGO;-19.047777175903, -48.582221984863
BR-2782;small_airport;Fazenda Estrela Dalva Airport;446.0;SA;BR;BR-PA;Rondon Do Pará;;SNGQ;-4.2508330345154, -48.768054962158
BR-2783;small_airport;Fazenda Cauaxi Airport;754.0;SA;BR;BR-PA;Paragominas;;SNGW;-3.7633330821991, -48.173889160156
BR-2784;small_airport;Nacional Grafite I Airport;3051.0;SA;BR;BR-MG;Itapecerica;;SNHK;-20.43444442749, -45.138332366943
BR-2785;small_airport;Lagoa da Taboca Airport;1969.0;SA;BR;BR-MG;João Pinheiro;;SNHL;-17.196243, -45.665
BR-2786;small_airport;Nacional de Grafite II Airport;2976.0;SA;BR;BR-MG;Pedra Azul;;SNHO;-15.824422, -41.08513
BR-2787;small_airport;Nacional de Grafite III Airport;984.0;SA;BR;BR-MG;Salto Da Divisa;;SNHQ;-16.18111038208, -39.931945800781
BR-2788;small_airport;Fazenda Samello Airport;2591.0;SA;BR;BR-MG;Paracatu;;SNHX;-17.3624992371, -47.4408340454
BR-2789;small_airport;Igarapé-Açu Airport;180.0;SA;BR;BR-PA;Igarapé-Açu;;SNIA;-1.126959, -47.598753
BR-2790;small_airport;Ouroland Airport;699.0;SA;BR;BR-PA;Itaituba;;SNII;-6.8169441223145, -56.550556182861
BR-2791;small_airport;Itamarandiba Airport;3196.0;SA;BR;BR-MG;Itamarandiba;;SNIK;-17.850555419922, -42.850555419922
BR-2792;small_airport;Ibimirim Airport;1329.0;SA;BR;BR-PE;Ibimirim;;SNIY;-8.5002784729004, -37.666942596436
BR-2793;small_airport;Fazenda Agua Boa Airport;495.0;SA;BR;BR-MA;Ribamar Fiquene;;SNJC;-5.9611110687256, -47.392223358154
BR-2794;small_airport;São José do Jacuípe Airport;1391.0;SA;BR;BR-BA;São José Do Jacuípe;;SNJH;-11.452777862549, -40.042221069336
BR-2795;small_airport;Fazenda do Rochedo Airport;2300.0;SA;BR;BR-MG;Juiz De Fora;;SNJL;-21.845556259155, -43.1875
BR-2796;small_airport;Jardim do Seridó Airport;837.0;SA;BR;BR-RN;Jardim Do Seridó;;SNJS;-6.5411109924316, -36.731666564941
BR-2797;small_airport;Fazenda Caraíbas Airport;1811.0;SA;BR;BR-MG;Janaúba;;SNJT;-15.654167175293, -43.401668548584
BR-2798;heliport;Ama Heliport;2687.0;SA;BR;BR-SP;Arujá;;SNKG;-23.383333206177, -46.308612823486
BR-2799;heliport;Margarida Heliport;604.0;SA;BR;BR-PE;Moreno;;SNKM;-8.0974998474121, -35.175277709961
BR-2800;small_airport;Klaus Mangold Airport;200.0;SA;BR;BR-PA;Ipixuna Do Pará;;SNKQ;-2.3919439315796, -47.845001220703
BR-2801;small_airport;Crepurizinho Airport;1092.0;SA;BR;BR-PA;Itaituba;;SNKT;-6.8444437980652, -56.589443206787
BR-2802;small_airport;Marborges Airport;114.0;SA;BR;BR-PA;Moju;;SNKX;-1.971231, -48.629113
BR-2803;small_airport;Fazenda Remanso do Pito Airport;912.0;SA;BR;BR-MS;Naviraí;;SNKZ;-23.201389312744, -53.855556488037
BR-2804;small_airport;Las Casas Airport;1969.0;SA;BR;BR-PA;Las Casas;;SNLC;-7.9669442176819, -50.017223358154
BR-2805;small_airport;Fazenda Serra Azul Airport;472.0;SA;BR;BR-PA;Itaituba;;SNLD;-5.6966671943665, -56.494720458984
BR-2806;small_airport;Filial Campo Florido Airport;1959.0;SA;BR;BR-MG;Campo Florido;;SNLF;-19.813888549805, -48.738887786865
BR-2807;small_airport;Lajinha Airport;2051.0;SA;BR;BR-MG;Lajinha;;SNLH;-20.140277862549, -41.60916519165
BR-2808;small_airport;Agropecuária Céu Aberto Ltda Airport;3428.0;SA;BR;BR-MT;Aripuanã;;SNLJ;-9.5166673660278, -61.25
BR-2809;small_airport;Agropecuária Ferreira Penço Ltda Airport;3297.0;SA;BR;BR-MT;Aripuanã;;SNLK;-9.69848, -61.023919
BR-2810;small_airport;Fazenda Agropecuária Rancho 11 Airport;1001.0;SA;BR;BR-MT;Porto Esperidião;;SNLM;-15.614169, -58.900272
BR-2811;heliport;Santa Fé Heliport;2848.0;SA;BR;BR-SP;Piracaia;;SNLP;-22.994361, -46.391569
BR-2812;heliport;São Sebastião Heliport;2677.0;SA;BR;BR-MG;Lagoa Santa;;SNLS;-19.705506, -43.848163
BR-2813;small_airport;Lavrinhas Airport;3478.0;SA;BR;BR-MG;Lavrinhas;;SNLV;-17.735832214355, -43.459442138672
BR-2814;small_airport;Morada Nova de Minas Airport;1988.0;SA;BR;BR-MG;Morada Nova De Minas;;SNMM;-18.59388923645, -45.353057861328
BR-2815;small_airport;Morada Nova Airport;509.0;SA;BR;BR-CE;Morada Nova;;SNMO;-5.0836110115051, -38.383609771729
BR-2816;small_airport;Agropecuária Paralelo Dez Ltda Airport;3035.0;SA;BR;BR-MT;Aripuanã;;SNMW;-9.9994440078735, -61.052223205566
BR-2817;heliport;Albrás Heliport;56.0;SA;BR;BR-PA;Barcarena;;SNNA;-1.56309, -48.737519
BR-2818;small_airport;Fazenda Teragro Airport;1512.0;SA;BR;BR-MG;Matias Cardoso;;SNNK;-14.769444465637, -43.415279388428
BR-2819;heliport;Hospital de Olhos de Minas Gerais Heliport;3925.0;SA;BR;BR-MG;Nova Lima;;SNNL;-19.981573, -43.945617
BR-2820;small_airport;Fazenda Santa Lúcia Airport;1640.0;SA;BR;BR-MS;Porto Murtinho;;SNNQ;-23.03888889, -54.7475
BR-2821;heliport;Modesto Heliport;36.0;SA;BR;BR-PE;Recife;;SNNR;-8.1116666793823, -34.897777557373
BR-2822;small_airport;Fazenda Jaibense Airport;1644.0;SA;BR;BR-MG;Matias Cardoso;;SNNS;-14.946110725403, -43.68111038208
BR-2823;small_airport;Fazenda Estrela do Sul Airport;1099.0;SA;BR;BR-MT;Pedra Preta;;SNNV;-16.570556640625, -54.170833587646
BR-2824;small_airport;Fazenda Espírito Santo Airport;1001.0;SA;BR;BR-MT;Comodoro;;SNNY;-13.280555725098, -60.331111907959
BR-2825;small_airport;Fazenda Água Turva Airport;746.0;SA;BR;BR-MS;Caracol;;SNNZ;-22.123611, -57.103397
BR-2826;heliport;Atlantis Heliport;16.0;SA;BR;BR-PE;Goiana;;SNOH;-7.5641670227051, -34.858612060547
BR-2827;small_airport;Minalpa - Mineração Alto Parnaíba Ltda. Airport;984.0;SA;BR;BR-MT;Alta Floresta;;SNOJ;-10.4166669846, -56.3886108398
BR-2828;heliport;Fazenda Sesmaria Heliport;2280.0;SA;BR;BR-SP;Amparo;;SNOR;-22.597001, -46.853839
BR-2829;small_airport;Fazenda Canabrava Airport;689.0;SA;BR;BR-MA;Parnarama;;SNPF;-5.597044, -43.319875
BR-2830;small_airport;Passa Tempo Airport;3143.0;SA;BR;BR-MG;Passa Tempo;;SNPT;-20.650556564331, -44.500556945801
BR-2831;small_airport;Piaus Airport;591.0;SA;BR;BR-PA;Piaus;;SNPW;-8.833610534668, -50.000556945801
